Field Station,Data Collection Site,Latitude,Longitude,Date,Time,Tide,Quadrat,Species Name,Species Code,Canopy cover (0-25),Substrate Cover,# per quadrat
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,6,Northern sea star (Asterias vulgaris),Astvul,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,9,Northern sea star (Asterias vulgaris),Astvul,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,12,Northern sea star (Asterias vulgaris),Astvul,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,15,Northern sea star (Asterias vulgaris),Astvul,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,18,Northern sea star (Asterias vulgaris),Astvul,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,21,Northern sea star (Asterias vulgaris),Astvul,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,24,Northern sea star (Asterias vulgaris),Astvul,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,27,Northern sea star (Asterias vulgaris),Astvul,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,0,Northern sea star (Asterias vulgaris),Astvul,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,3,Northern sea star (Asterias vulgaris),Astvul,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,6,Northern sea star (Asterias vulgaris),Astvul,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,9,Northern sea star (Asterias vulgaris),Astvul,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,12,Northern sea star (Asterias vulgaris),Astvul,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,15,Northern sea star (Asterias vulgaris),Astvul,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,18,Northern sea star (Asterias vulgaris),Astvul,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,21,Northern sea star (Asterias vulgaris),Astvul,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,24,Northern sea star (Asterias vulgaris),Astvul,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,27,Northern sea star (Asterias vulgaris),Astvul,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,0,Green Crab (Carnicus maenas),CarmaeTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,3,Green Crab (Carnicus maenas),CarmaeTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,6,Green Crab (Carnicus maenas),CarmaeTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,9,Green Crab (Carnicus maenas),CarmaeTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,12,Green Crab (Carnicus maenas),CarmaeTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,15,Green Crab (Carnicus maenas),CarmaeTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,18,Green Crab (Carnicus maenas),CarmaeTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,21,Green Crab (Carnicus maenas),CarmaeTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,24,Green Crab (Carnicus maenas),CarmaeTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,27,Green Crab (Carnicus maenas),CarmaeTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,0,Green Crab (Carnicus maenas),CarmaeTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,3,Green Crab (Carnicus maenas),CarmaeTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,6,Green Crab (Carnicus maenas),CarmaeTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,9,Green Crab (Carnicus maenas),CarmaeTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,12,Green Crab (Carnicus maenas),CarmaeTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,15,Green Crab (Carnicus maenas),CarmaeTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,18,Green Crab (Carnicus maenas),CarmaeTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,21,Green Crab (Carnicus maenas),CarmaeTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,24,Green Crab (Carnicus maenas),CarmaeTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,27,Green Crab (Carnicus maenas),CarmaeTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,0,Green Crab (Carnicus maenas),CarmaeTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,3,Green Crab (Carnicus maenas),CarmaeTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,6,Green Crab (Carnicus maenas),CarmaeTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,9,Green Crab (Carnicus maenas),CarmaeTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,12,Green Crab (Carnicus maenas),CarmaeTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,15,Green Crab (Carnicus maenas),CarmaeTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,18,Green Crab (Carnicus maenas),CarmaeTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,21,Green Crab (Carnicus maenas),CarmaeTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,24,Green Crab (Carnicus maenas),CarmaeTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,27,Green Crab (Carnicus maenas),CarmaeTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,0,Green Crab (female),CarmaeFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,3,Green Crab (female),CarmaeFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,6,Green Crab (female),CarmaeFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,9,Green Crab (female),CarmaeFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,12,Green Crab (female),CarmaeFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,15,Green Crab (female),CarmaeFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,18,Green Crab (female),CarmaeFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,21,Green Crab (female),CarmaeFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,24,Green Crab (female),CarmaeFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,27,Green Crab (female),CarmaeFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,0,Green Crab (female),CarmaeFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,3,Green Crab (female),CarmaeFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,6,Green Crab (female),CarmaeFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,9,Green Crab (female),CarmaeFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,12,Green Crab (female),CarmaeFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,15,Green Crab (female),CarmaeFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,18,Green Crab (female),CarmaeFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,21,Green Crab (female),CarmaeFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,24,Green Crab (female),CarmaeFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,27,Green Crab (female),CarmaeFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,0,Green Crab (female),CarmaeFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,3,Green Crab (female),CarmaeFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,6,Green Crab (female),CarmaeFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,9,Green Crab (female),CarmaeFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,12,Green Crab (female),CarmaeFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,15,Green Crab (female),CarmaeFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,18,Green Crab (female),CarmaeFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,21,Green Crab (female),CarmaeFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,24,Green Crab (female),CarmaeFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,27,Green Crab (female),CarmaeFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,0,Green Crab (male),CarmaeMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,3,Green Crab (male),CarmaeMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,6,Green Crab (male),CarmaeMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,9,Green Crab (male),CarmaeMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,12,Green Crab (male),CarmaeMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,15,Green Crab (male),CarmaeMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,18,Green Crab (male),CarmaeMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,21,Green Crab (male),CarmaeMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,24,Green Crab (male),CarmaeMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,27,Green Crab (male),CarmaeMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,0,Green Crab (male),CarmaeMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,3,Green Crab (male),CarmaeMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,6,Green Crab (male),CarmaeMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,9,Green Crab (male),CarmaeMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,12,Green Crab (male),CarmaeMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,15,Green Crab (male),CarmaeMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,18,Green Crab (male),CarmaeMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,21,Green Crab (male),CarmaeMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,24,Green Crab (male),CarmaeMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,27,Green Crab (male),CarmaeMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,0,Green Crab (male),CarmaeMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,3,Green Crab (male),CarmaeMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,6,Green Crab (male),CarmaeMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,9,Green Crab (male),CarmaeMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,12,Green Crab (male),CarmaeMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,15,Green Crab (male),CarmaeMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,18,Green Crab (male),CarmaeMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,21,Green Crab (male),CarmaeMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,24,Green Crab (male),CarmaeMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,27,Green Crab (male),CarmaeMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,0,Jonah Crab (male),CanborMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,3,Jonah Crab (male),CanborMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,6,Jonah Crab (male),CanborMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,9,Jonah Crab (male),CanborMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,12,Jonah Crab (male),CanborMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,15,Jonah Crab (male),CanborMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,18,Jonah Crab (male),CanborMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,21,Jonah Crab (male),CanborMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,24,Jonah Crab (male),CanborMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,27,Jonah Crab (male),CanborMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,0,Jonah Crab (male),CanborMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,3,Jonah Crab (male),CanborMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,6,Jonah Crab (male),CanborMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,9,Jonah Crab (male),CanborMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,12,Jonah Crab (male),CanborMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,15,Jonah Crab (male),CanborMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,18,Jonah Crab (male),CanborMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,21,Jonah Crab (male),CanborMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,24,Jonah Crab (male),CanborMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,27,Jonah Crab (male),CanborMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,0,Jonah Crab (male),CanborMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,3,Jonah Crab (male),CanborMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,6,Jonah Crab (male),CanborMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,9,Jonah Crab (male),CanborMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,12,Jonah Crab (male),CanborMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,15,Jonah Crab (male),CanborMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,18,Jonah Crab (male),CanborMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,21,Jonah Crab (male),CanborMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,24,Jonah Crab (male),CanborMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,27,Jonah Crab (male),CanborMale,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,0,Jonah Crab (female),CanborFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,3,Jonah Crab (female),CanborFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,6,Jonah Crab (female),CanborFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,9,Jonah Crab (female),CanborFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,12,Jonah Crab (female),CanborFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,15,Jonah Crab (female),CanborFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,18,Jonah Crab (female),CanborFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,21,Jonah Crab (female),CanborFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,24,Jonah Crab (female),CanborFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,27,Jonah Crab (female),CanborFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,0,Jonah Crab (female),CanborFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,3,Jonah Crab (female),CanborFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,6,Jonah Crab (female),CanborFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,9,Jonah Crab (female),CanborFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,12,Jonah Crab (female),CanborFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,15,Jonah Crab (female),CanborFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,18,Jonah Crab (female),CanborFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,21,Jonah Crab (female),CanborFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,24,Jonah Crab (female),CanborFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,27,Jonah Crab (female),CanborFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,0,Jonah Crab (female),CanborFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,3,Jonah Crab (female),CanborFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,6,Jonah Crab (female),CanborFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,9,Jonah Crab (female),CanborFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,12,Jonah Crab (female),CanborFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,15,Jonah Crab (female),CanborFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,18,Jonah Crab (female),CanborFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,21,Jonah Crab (female),CanborFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,24,Jonah Crab (female),CanborFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,27,Jonah Crab (female),CanborFem,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,0,Jonah Crab (Cancer borealis),CanborTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,3,Jonah Crab (Cancer borealis),CanborTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,6,Jonah Crab (Cancer borealis),CanborTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,9,Jonah Crab (Cancer borealis),CanborTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,12,Jonah Crab (Cancer borealis),CanborTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,15,Jonah Crab (Cancer borealis),CanborTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,18,Jonah Crab (Cancer borealis),CanborTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,21,Jonah Crab (Cancer borealis),CanborTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,24,Jonah Crab (Cancer borealis),CanborTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,L,27,Jonah Crab (Cancer borealis),CanborTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,0,Jonah Crab (Cancer borealis),CanborTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,3,Jonah Crab (Cancer borealis),CanborTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,6,Jonah Crab (Cancer borealis),CanborTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,9,Jonah Crab (Cancer borealis),CanborTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,12,Jonah Crab (Cancer borealis),CanborTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,15,Jonah Crab (Cancer borealis),CanborTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,18,Jonah Crab (Cancer borealis),CanborTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,21,Jonah Crab (Cancer borealis),CanborTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,24,Jonah Crab (Cancer borealis),CanborTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-13-2017,,M,27,Jonah Crab (Cancer borealis),CanborTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,0,Jonah Crab (Cancer borealis),CanborTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,3,Jonah Crab (Cancer borealis),CanborTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,6,Jonah Crab (Cancer borealis),CanborTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,9,Jonah Crab (Cancer borealis),CanborTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,12,Jonah Crab (Cancer borealis),CanborTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,15,Jonah Crab (Cancer borealis),CanborTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,18,Jonah Crab (Cancer borealis),CanborTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,21,Jonah Crab (Cancer borealis),CanborTot,,,0
Edward McC. Blair Marine Research Station (MDR),West,44.00416667,-68.33166667,08-12-2017,,H,24,Jonah Crab (Cancer borealis),CanborTot,,,0
